n,tier,channel,title,status,quote,file
96,B,메타코드M,26 Years of Survival Keyword AX (Great AI Transformation): We’ll Tell You Everything in Just One ...,ok,기업의 AI 투자를 하는 총액이 굉장히 생선 AI 집중적으로 크고 하지만 PNL 그니까 경의 손익 관련해 가지고는 재무가들을내는 부분이 5% 미만입니다.,transcripts/2026-07-18/26_Years_of_Survival_Keyword_AX_(Great_AI_Transformation)_We__VRYJJJBqsDE.md
96,B,메타코드M,26 Years of Survival Keyword AX (Great AI Transformation): We’ll Tell You Everything in Just One ...,ok,이 제약 회사가 어 AI를 무려 750개의 종류로 만들었어요.,transcripts/2026-07-18/26_Years_of_Survival_Keyword_AX_(Great_AI_Transformation)_We__VRYJJJBqsDE.md
96,B,메타코드M,26 Years of Survival Keyword AX (Great AI Transformation): We’ll Tell You Everything in Just One ...,ok,기업은 자사 AI 도구의 결과 책임이 있다라는 포인트인데요.,transcripts/2026-07-18/26_Years_of_Survival_Keyword_AX_(Great_AI_Transformation)_We__VRYJJJBqsDE.md
97,B,티타임즈TV,현장에서 AI 트랜스포메이션 이끌면서 배운 것 (황재선 SK 부사장),ok,저는 목표할 수 있는 수치를 한 10열배 정도는 보고 있습니다.,transcripts/2026-07-23/현장에서_AI_트랜스포메이션_이끌면서_배운_것_(황재선_SK_부사장)__b-tgY8Q0SbA.md
97,B,티타임즈TV,현장에서 AI 트랜스포메이션 이끌면서 배운 것 (황재선 SK 부사장),ok,그 1955년에 포춘 500대 기업 중에서 2024년까지 생존해 있는 기업은 52개입니다.,transcripts/2026-07-23/현장에서_AI_트랜스포메이션_이끌면서_배운_것_(황재선_SK_부사장)__b-tgY8Q0SbA.md
97,B,티타임즈TV,현장에서 AI 트랜스포메이션 이끌면서 배운 것 (황재선 SK 부사장),ok,저희는 여기에 생성 AI 도입한 거예요.,transcripts/2026-07-23/현장에서_AI_트랜스포메이션_이끌면서_배운_것_(황재선_SK_부사장)__b-tgY8Q0SbA.md
97,B,티타임즈TV,현장에서 AI 트랜스포메이션 이끌면서 배운 것 (황재선 SK 부사장),ok,AI로 트랜스포메이션 한다라는 거는 IT 조직이 AI 과제 한두 개 실행한다고 끝나는게 아니고 조직이 체제로 완전 바뀌어야 됩니다.,transcripts/2026-07-23/현장에서_AI_트랜스포메이션_이끌면서_배운_것_(황재선_SK_부사장)__b-tgY8Q0SbA.md
97,B,티타임즈TV,현장에서 AI 트랜스포메이션 이끌면서 배운 것 (황재선 SK 부사장),ok,그리고 또 하나계해야 되는 건 어떠한 AI 서비스를 우리가 도입해서 쓰는게 AX 하는 건 아닙니다.,transcripts/2026-07-23/현장에서_AI_트랜스포메이션_이끌면서_배운_것_(황재선_SK_부사장)__b-tgY8Q0SbA.md
98,B,"헬로티_매일 만나는 산업, IT News","AI 도입의 격차, 상위 5% 기업의 AI 활용 전략 - 마이크로소프트 백인송 이사 [AI TECH 2026] 오프닝 세션",ok,제품 소개를 드리려고 온 건 아니에요.,"transcripts/2026-07-29/AI_도입의_격차,_상위_5%_기업의_AI_활용_전략_-_마이크로소프트_백인송_이사_[AI_TECH_2026__p9Tj9ctxMr8.md"
98,B,"헬로티_매일 만나는 산업, IT News","AI 도입의 격차, 상위 5% 기업의 AI 활용 전략 - 마이크로소프트 백인송 이사 [AI TECH 2026] 오프닝 세션",ok,단도입적으로 컴퓨터 사이언스 쪽 측면에서는 이미 94% 정도는 이론적으로 AI가 다 대체가 가능하다고 해요.,"transcripts/2026-07-29/AI_도입의_격차,_상위_5%_기업의_AI_활용_전략_-_마이크로소프트_백인송_이사_[AI_TECH_2026__p9Tj9ctxMr8.md"
98,B,"헬로티_매일 만나는 산업, IT News","AI 도입의 격차, 상위 5% 기업의 AI 활용 전략 - 마이크로소프트 백인송 이사 [AI TECH 2026] 오프닝 세션",ok,2주 전에 마이로소프트에서 전 세계의 어 직원들 대상으로 이제 처음으로 50년 만에 그 희망 퇴직을 선언을 했어요.,"transcripts/2026-07-29/AI_도입의_격차,_상위_5%_기업의_AI_활용_전략_-_마이크로소프트_백인송_이사_[AI_TECH_2026__p9Tj9ctxMr8.md"
98,B,"헬로티_매일 만나는 산업, IT News","AI 도입의 격차, 상위 5% 기업의 AI 활용 전략 - 마이크로소프트 백인송 이사 [AI TECH 2026] 오프닝 세션",ok,디 워커플레이스를 잘 구축한 다음에 얹어야지 그 역할을 100% 활용할 수 있다는 거거든요.,"transcripts/2026-07-29/AI_도입의_격차,_상위_5%_기업의_AI_활용_전략_-_마이크로소프트_백인송_이사_[AI_TECH_2026__p9Tj9ctxMr8.md"
98,B,"헬로티_매일 만나는 산업, IT News","AI 도입의 격차, 상위 5% 기업의 AI 활용 전략 - 마이크로소프트 백인송 이사 [AI TECH 2026] 오프닝 세션",ok,AI 같은 그런 도구들을 도입하시고도 그 장난감처럼 쓰시는 기업들 되게 많으세요.,"transcripts/2026-07-29/AI_도입의_격차,_상위_5%_기업의_AI_활용_전략_-_마이크로소프트_백인송_이사_[AI_TECH_2026__p9Tj9ctxMr8.md"
