company,date,source,label,case_type,mentions,title,claim,has_metric,score,rank,url,file
Accenture,2026-07-08,channel,AX,자사/일반,,Why prompt injection is the #1 AI security risk | TQ Tech Talks,"그리고 올해 초, ChatGPT를 개발한 OpenAI는 웹 브라우징을 대신해주는 AI가 있다면 이러한 유형의 공격은 완전히 막을 수 없을지도 모른다고 공개적으로 인정했습니다.",N,2,2,https://www.youtube.com/watch?v=O0XheeCS3CI,transcripts/channels/Accenture/Why_prompt_injection_is_the_#1_AI_security_risk_TQ_Tech_Talk__O0XheeCS3CI.md
Accenture,2026-07-08,channel,AX,자사/일반,,Why prompt injection is the #1 AI security risk | TQ Tech Talks,"그렇다면 이러한 인공지능을 개발하는 사람들이 문제를 해결하겠다고 약속하지 않는다면, 우리는 무엇을 할 수 있을까요?",N,2,3,https://www.youtube.com/watch?v=O0XheeCS3CI,transcripts/channels/Accenture/Why_prompt_injection_is_the_#1_AI_security_risk_TQ_Tech_Talk__O0XheeCS3CI.md
Amazon,2023-04-04,channel,unclassified,자사/일반,,Future Forward: The Future of Farming,"예전에는 이렇게까지 폭우가 내리지 않았는데, 10분 만 에 5~7cm의 흙이 날아갈 정도입니다.",Y,3,1,https://www.youtube.com/watch?v=GrOeJksDB4c,transcripts/channels/Amazon/Future_Forward_The_Future_of_Farming__GrOeJksDB4c.md
Arm,2026-06-16,channel,AX,자사/일반,,"Arm COO Will Abbey on AI chips, power efficiency, and why Arm is building silicon",그래서 AI 데이터 센터의 규모 확장이나 구축을 가로막는 것은 바로 전력입니다.,N,2,1,https://www.youtube.com/watch?v=a34XmrudBjE,"transcripts/channels/Arm/Arm_COO_Will_Abbey_on_AI_chips,_power_efficiency,_and_why_Ar__a34XmrudBjE.md"
Arm,2026-06-16,channel,AX,자사/일반,,"Arm COO Will Abbey on AI chips, power efficiency, and why Arm is building silicon","하지만 AI 시스템이 점점 더 복잡해짐에 따라 전력 소모량도 증가하고 있기 때문에, 단순히 전력에만 의존하고 제대로 된 아키텍처를 설계하지 않는다면 근본적인 문제가 발생할 것입니다.",N,2,2,https://www.youtube.com/watch?v=a34XmrudBjE,"transcripts/channels/Arm/Arm_COO_Will_Abbey_on_AI_chips,_power_efficiency,_and_why_Ar__a34XmrudBjE.md"
Arm,2026-06-16,channel,AX,자사/일반,,"Arm COO Will Abbey on AI chips, power efficiency, and why Arm is building silicon",그래서 건강 관련 결과는 일종의 에이전트 시스템이 도입될 수 있는 큰 기회라고 생각합니다.,N,2,3,https://www.youtube.com/watch?v=a34XmrudBjE,"transcripts/channels/Arm/Arm_COO_Will_Abbey_on_AI_chips,_power_efficiency,_and_why_Ar__a34XmrudBjE.md"
Arm,2026-06-11,channel,AX,자사/일반,,Arm Viewpoints: The Arm AGI CPU launch and future of AI infrastructure,그들은 현재 그 과정을 2년 이내로 단축하려고 노력하고 있습니다 .,Y,3,1,https://www.youtube.com/watch?v=M_7MUDwMUvI,transcripts/channels/Arm/Arm_Viewpoints_The_Arm_AGI_CPU_launch_and_future_of_AI_infra__M_7MUDwMUvI.md
Arm,2026-06-11,channel,AX,협력/고객사 언급,AWS,Arm Viewpoints: The Arm AGI CPU launch and future of AI infrastructure,실제로 현재 AWS 서버 배포의 50%가 Arm 기반입니다.,Y,3,2,https://www.youtube.com/watch?v=M_7MUDwMUvI,transcripts/channels/Arm/Arm_Viewpoints_The_Arm_AGI_CPU_launch_and_future_of_AI_infra__M_7MUDwMUvI.md
Arm,2026-06-11,channel,AX,자사/일반,,Arm Viewpoints: The Arm AGI CPU launch and future of AI infrastructure,그래서 우리는 현재 클라우드 데이터 센터에 이미 12억 5천만 개의 Arm 코어가 배포되었다는 이야기를 많이 합니다.,Y,3,3,https://www.youtube.com/watch?v=M_7MUDwMUvI,transcripts/channels/Arm/Arm_Viewpoints_The_Arm_AGI_CPU_launch_and_future_of_AI_infra__M_7MUDwMUvI.md
Arm,2026-07-08,channel,unclassified,자사/일반,,How to use Arm Metis to find software security vulnerabilities,"그리고 기본적으로 이 도구를 기존 SAS 도구와 비교해 보면 성능이 약 10배 향상되었고, 결과도 훨씬 좋아졌으며, 오 탐지율도 크게 감소했습니다.",Y,3,1,https://www.youtube.com/watch?v=wJsS2qFi5IE,transcripts/channels/Arm/How_to_use_Arm_Metis_to_find_software_security_vulnerabiliti__wJsS2qFi5IE.md
Arm,2026-06-17,channel,AX,자사/일반,,"Will Abbey talks about Arm, on-device and agentic AI, and the future of human-centered technology","사용자가 직접 입력하여 선택지를 제시받고, 사용자가 그 결과를 바탕으로 결정을 내리는 방식의 AI와, 시스템 내에 내장되어 사용자가 접근 권한을 부여한 데이터와 행동 패턴을 기반으로 능동적으로 작동하는 AI 사이의 전환 과정을 어떻게 예상하시는지 설명해 주십시오 .",N,2,1,https://www.youtube.com/watch?v=p8XJMLVq5V8,"transcripts/channels/Arm/Will_Abbey_talks_about_Arm,_on-device_and_agentic_AI,_and_th__p8XJMLVq5V8.md"
Arm,2026-06-17,channel,AX,자사/일반,,"Will Abbey talks about Arm, on-device and agentic AI, and the future of human-centered technology",많은 기술 기업들이 예상하는 것처럼 인공지능 도입에 대한 적극적인 움직임이 아직 나타나지 않았기 때문일까요?,N,2,2,https://www.youtube.com/watch?v=p8XJMLVq5V8,"transcripts/channels/Arm/Will_Abbey_talks_about_Arm,_on-device_and_agentic_AI,_and_th__p8XJMLVq5V8.md"
Arm,2026-06-17,channel,AX,자사/일반,,"Will Abbey talks about Arm, on-device and agentic AI, and the future of human-centered technology",우리가 데이터 센터를 구축하는 이유는 바로 이러한 에이전트 중심의 세상에 도달하기 위해서잖아요?,N,2,3,https://www.youtube.com/watch?v=p8XJMLVq5V8,"transcripts/channels/Arm/Will_Abbey_talks_about_Arm,_on-device_and_agentic_AI,_and_th__p8XJMLVq5V8.md"
Boston Dynamics,2026-03-18,channel,unclassified,자사/일반,,Form & Function of Enterprise Humanoid Design | Boston Dynamics Tech Talk | Atlas,"아시다시피 , 24시간 365일 가동, 관절의 연속적인 움직임 범위에 대한 요구, 견고성에 대한 요구, 그리고 손상 시 빠르게 교체할 수 있는 재사용 가능한 부품이 많아 유지보수성이 향상될 것이라는 점을 고려하면, 말씀하신 대로 로봇이 가장 적합한 선택입니다.",Y,3,1,https://www.youtube.com/watch?v=wL0-Pu_8F0U,transcripts/channels/Boston_Dynamics/Form_&_Function_of_Enterprise_Humanoid_Design_Boston_Dynamic__wL0-Pu_8F0U.md
Boston Dynamics,2026-03-18,channel,unclassified,자사/일반,,Form & Function of Enterprise Humanoid Design | Boston Dynamics Tech Talk | Atlas,"초기에 우리는 구동 기술에 막대한 투자를 했고, 그 결과 시중에서 구입할 수 있는 어떤 제품보다 2배에서 5 배까지 성능이 뛰어난 구동기를 개발할 수 있었기 때문에 그 투자가 결실을 맺었다고 생각합니다 .",Y,3,2,https://www.youtube.com/watch?v=wL0-Pu_8F0U,transcripts/channels/Boston_Dynamics/Form_&_Function_of_Enterprise_Humanoid_Design_Boston_Dynamic__wL0-Pu_8F0U.md
Boston Dynamics,2026-03-18,channel,unclassified,자사/일반,,Form & Function of Enterprise Humanoid Design | Boston Dynamics Tech Talk | Atlas,"하지만 개발에는 시간이 걸릴 것이고, 우리는 2026년인 지금 하드웨어 설계를 위해 고심하고 있습니다.",Y,3,3,https://www.youtube.com/watch?v=wL0-Pu_8F0U,transcripts/channels/Boston_Dynamics/Form_&_Function_of_Enterprise_Humanoid_Design_Boston_Dynamic__wL0-Pu_8F0U.md
Boston Dynamics,2025-12-17,channel,AX,자사/일반,,The Humanoid Mission in Manufacturing | Boston Dynamics Tech Talk,"말씀하신 것처럼, 보스턴 다이내믹스 사람들은 그리퍼를 설계하는데, 머신 러닝 연구원이라면 손가락 끝 부분을 설계하는 사람들과 매일 대화하고 , 논쟁하고, 3개월 후에 자신이 연구한 내용이 실제 손에 적용되는 것을 볼 수 있죠 .",Y,4,1,https://www.youtube.com/watch?v=SRZ9E48B6aM,transcripts/channels/Boston_Dynamics/The_Humanoid_Mission_in_Manufacturing_Boston_Dynamics_Tech_T__SRZ9E48B6aM.md
Boston Dynamics,2025-12-17,channel,AX,자사/일반,,The Humanoid Mission in Manufacturing | Boston Dynamics Tech Talk,"음, 그런 통합 작업 중 어느 하나라도 완료하는 데 걸리는 평균적인 시간은 약 1년 정도이고, 자동화하려는 단계마다 100만 달러 이상이 소요됩니다.",Y,3,2,https://www.youtube.com/watch?v=SRZ9E48B6aM,transcripts/channels/Boston_Dynamics/The_Humanoid_Mission_in_Manufacturing_Boston_Dynamics_Tech_T__SRZ9E48B6aM.md
Boston Dynamics,2025-12-17,channel,AX,자사/일반,,The Humanoid Mission in Manufacturing | Boston Dynamics Tech Talk,그리고 나서 그 위에 작업의 단계들을 순차적으로 이동할 수 있는 에이전트를 구축합니다 .,N,2,3,https://www.youtube.com/watch?v=SRZ9E48B6aM,transcripts/channels/Boston_Dynamics/The_Humanoid_Mission_in_Manufacturing_Boston_Dynamics_Tech_T__SRZ9E48B6aM.md
Boston Dynamics,2025-11-18,channel,AX,자사/일반,,Why Humanoids Are the Future of Manufacturing | Boston Dynamics Webinar,"왜냐하면 우리가 어떻게 일반성을 구축하고 있는지, 또는 어떻게 행동 엔진을 만들고 있는지에 대한 답이 지난 3~4 년 동안 극적으로 바뀌었기 때문입니다.",Y,3,1,https://www.youtube.com/watch?v=laexcnaTrDM,transcripts/channels/Boston_Dynamics/Why_Humanoids_Are_the_Future_of_Manufacturing_Boston_Dynamic__laexcnaTrDM.md
Boston Dynamics,2025-11-18,channel,AX,자사/일반,,Why Humanoids Are the Future of Manufacturing | Boston Dynamics Webinar,"음, 그리고 지금 저는 아틀라스에서 행동 분석 팀을 이끌고 있는데, 이 팀은 기본적으로 AI 전략 개발 및 구현을 담당합니다 .",N,2,2,https://www.youtube.com/watch?v=laexcnaTrDM,transcripts/channels/Boston_Dynamics/Why_Humanoids_Are_the_Future_of_Manufacturing_Boston_Dynamic__laexcnaTrDM.md
Boston Dynamics,2025-11-18,channel,AX,자사/일반,,Why Humanoids Are the Future of Manufacturing | Boston Dynamics Webinar,오늘날 가장 흥미로운 질문 중 하나는 로봇 공학에서 LLM( 대규모 언어 모델)에 해당하는 인공지능 두뇌를 어떻게 구축할 것인가 하는 것입니다.,N,2,3,https://www.youtube.com/watch?v=laexcnaTrDM,transcripts/channels/Boston_Dynamics/Why_Humanoids_Are_the_Future_of_Manufacturing_Boston_Dynamic__laexcnaTrDM.md
GE HealthCare,2026-06-08,channel,unclassified,자사/일반,,AI in Regional Anesthesia | Smarter Ultrasound Guidance,"인공지능을 활용한 국소 마취에 대해 모두들 긍정적으로 이야기하고 있지만, 분명히 위험 요소도 있을 겁니다.",N,2,1,https://www.youtube.com/watch?v=miUbiJp3t2o,transcripts/channels/GE_HealthCare/AI_in_Regional_Anesthesia_Smarter_Ultrasound_Guidance__miUbiJp3t2o.md
GE HealthCare,2026-07-17,channel,unclassified,자사/일반,,Antonio Spera intervista Peter Arduini,하지만 동시에 저는 인공지능의 활용으로 더 나은 돌봄과 환자와 더 많은 시간을 보낼 수 있게 될 것이라고 매우 낙관적으로 생각합니다.,N,2,1,https://www.youtube.com/watch?v=gu1uoSsLyj0,transcripts/channels/GE_HealthCare/Antonio_Spera_intervista_Peter_Arduini__gu1uoSsLyj0.md
GE HealthCare,2026-06-18,channel,unclassified,자사/일반,,Beyond the Bore: Elevating Women's Imaging,"음, 아시다시피 저희는 기본적인 프로토콜에 따라 특정 표준 치료를 시행하는데, 이는 일반적으로 골반 관련 대부분의 경우에 약 1,000건 정도입니다.",Y,3,1,https://www.youtube.com/watch?v=hBYe1_cIjAo,transcripts/channels/GE_HealthCare/Beyond_the_Bore_Elevating_Women's_Imaging__hBYe1_cIjAo.md
GE HealthCare,2026-06-18,channel,unclassified,자사/일반,,Beyond the Bore: Elevating Women's Imaging,"그래서 저희가 해결하려고 노력하는 문제들이 바로 그런 것들이고, 현재 그런 문제들을 바로잡기 위한 온갖 멋진 AI 접근 방식들이 개발되고 있습니다 .",N,2,2,https://www.youtube.com/watch?v=hBYe1_cIjAo,transcripts/channels/GE_HealthCare/Beyond_the_Bore_Elevating_Women's_Imaging__hBYe1_cIjAo.md
GE HealthCare,2026-06-08,channel,AX,자사/일반,,Beyond the Pulse: Integrating Ultrasound and Cardiac Output Monitoring for Intraoperative Excellence,"그리고 이것은 2019년에 발표된 논문으로, 우리는 당시 임상 모니터링 회사들이 맥박 윤곽 알고리즘을 개발하거나 인수하여 요골 동맥 카테터를 삽입한 모든 환자의 혈압 수치 옆에 심박출량 값을 표시할 수 있게 될 것이라고 예상했습니다 .",Y,4,1,https://www.youtube.com/watch?v=bj_HbE_oMec,transcripts/channels/GE_HealthCare/Beyond_the_Pulse_Integrating_Ultrasound_and_Cardiac_Output_M__bj_HbE_oMec.md
GE HealthCare,2026-06-08,channel,AX,자사/일반,,Beyond the Pulse: Integrating Ultrasound and Cardiac Output Monitoring for Intraoperative Excellence,"우리는 몇 년 전에 프랑스에서 현재의 도입률을 고려할 때 이미 연간 약 6,700만 유로의 비용이 소요될 것으로 추산했습니다.",Y,3,2,https://www.youtube.com/watch?v=bj_HbE_oMec,transcripts/channels/GE_HealthCare/Beyond_the_Pulse_Integrating_Ultrasound_and_Cardiac_Output_M__bj_HbE_oMec.md
GE HealthCare,2026-06-08,channel,AX,자사/일반,,Beyond the Pulse: Integrating Ultrasound and Cardiac Output Monitoring for Intraoperative Excellence,"제가 알기로는 베른하르트 시겔 연구팀에서 발표한 가장 최근 연구인데, 처리된 EEG 유도 전신 마취가 노르에피네프린 수치를 약 3분의 1 정도 감소시킨다는 내용입니다.",Y,3,3,https://www.youtube.com/watch?v=bj_HbE_oMec,transcripts/channels/GE_HealthCare/Beyond_the_Pulse_Integrating_Ultrasound_and_Cardiac_Output_M__bj_HbE_oMec.md
GE HealthCare,2026-06-04,channel,unclassified,자사/일반,,Converging Beams: Radiation Therapy meets Radioligand Therapy,"일리야, 제 생각에 1 ~2년 전만 해도 우리 분야 종사자 중 약 3분의 1 정도만이 방사성 리간드 치료에 관심을 보였는데, 그 수가 빠르게 증가하고 있는 것이 분명합니다.",Y,3,1,https://www.youtube.com/watch?v=NeDgw9PTrcg,transcripts/channels/GE_HealthCare/Converging_Beams_Radiation_Therapy_meets_Radioligand_Therapy__NeDgw9PTrcg.md
GE HealthCare,2026-06-04,channel,unclassified,자사/일반,,Converging Beams: Radiation Therapy meets Radioligand Therapy,"머신 러닝 도구와 데이터 과학 역량, 특히 기초 모델 등을 활용하면 어떤 조합이 언제 가장 효과적일지 고민하는 데 도움이 될 것입니다.",N,2,2,https://www.youtube.com/watch?v=NeDgw9PTrcg,transcripts/channels/GE_HealthCare/Converging_Beams_Radiation_Therapy_meets_Radioligand_Therapy__NeDgw9PTrcg.md
GE HealthCare,2026-07-16,channel,unclassified,자사/일반,,Seeing the Unseen: How Quanititiave PET Unlocks Hidden Coronary Risk with Dr. DiCarli,"이 등록 자료에 따르면 10 년 동안 폐쇄성 코로나 질환의 유병률은 남성에서 25%, 여성에서 약 30% 감소했습니다.",Y,3,1,https://www.youtube.com/watch?v=JDpie3clGfw,transcripts/channels/GE_HealthCare/Seeing_the_Unseen_How_Quanititiave_PET_Unlocks_Hidden_Corona__JDpie3clGfw.md
GE HealthCare,2026-07-16,channel,unclassified,자사/일반,,Seeing the Unseen: How Quanititiave PET Unlocks Hidden Coronary Risk with Dr. DiCarli,"여기 녹색 선에서 보시 다시피 65 세 미만 환자에서는 41%, 65세 이상 환자에서는 51% 감소했습니다.",Y,3,2,https://www.youtube.com/watch?v=JDpie3clGfw,transcripts/channels/GE_HealthCare/Seeing_the_Unseen_How_Quanititiave_PET_Unlocks_Hidden_Corona__JDpie3clGfw.md
GE HealthCare,2026-07-16,channel,unclassified,자사/일반,,Seeing the Unseen: How Quanititiave PET Unlocks Hidden Coronary Risk with Dr. DiCarli,"동시에 빨간색 선은 폐쇄성 질환의 유병률이 젊은 환자에서는 35%, 고령 환자에서는 25% 감소했음을 보여줍니다.",Y,3,3,https://www.youtube.com/watch?v=JDpie3clGfw,transcripts/channels/GE_HealthCare/Seeing_the_Unseen_How_Quanititiave_PET_Unlocks_Hidden_Corona__JDpie3clGfw.md
GE HealthCare,2026-06-26,channel,unclassified,자사/일반,,WFUMB webinar: From silent disease to global action,"유럽 ​​전체적으로 간염 발병률은 인구 10만 명당 약 26건이지만, 특히 북유럽에서 알코올 소비 증가로 인해 그 부담이 증가하고 있으며, 비만으로 인한 질병 확산 또한 심각한 문제입니다 .",Y,3,1,https://www.youtube.com/watch?v=ZMfNvcJJ3R4,transcripts/channels/GE_HealthCare/WFUMB_webinar_From_silent_disease_to_global_action__ZMfNvcJJ3R4.md
GE HealthCare,2026-06-26,channel,unclassified,자사/일반,,WFUMB webinar: From silent disease to global action,"이탈리아와 포르투갈은 1982년 이후 만성 간 질환으로 인한 사망률을 성공적으로 감소시킨 반면, 스코틀랜드, 헝가리, 핀란드는 현재 가장 높은 사망률을 기록하고 있습니다.",Y,3,2,https://www.youtube.com/watch?v=ZMfNvcJJ3R4,transcripts/channels/GE_HealthCare/WFUMB_webinar_From_silent_disease_to_global_action__ZMfNvcJJ3R4.md
